lead_id,lead_name,created_at,region,industry,channel,campaign_id,rep_id,lead_stage,estimated_value
2348,"Davis, Benson and Contreras",2024-02-04,South,Manufacturing,Paid Search,5,6,Qualified,5130
2349,"Allen, Melendez and Odom",2024-05-10,North,Education,LinkedIn Ads,7,3,New,4795
2350,"Gonzalez, Griffin and Riggs",2024-11-04,West,Education,LinkedIn Ads,6,8,Proposal,5155
2351,Phillips Ltd,2024-04-14,South,Technology,Referral,3,6,Proposal,4710
2352,Pham-Wilson,2024-10-28,North,Education,Webinar,9,7,Won,6140
2353,Shaffer-Lewis,2025-09-24,South,Retail,Paid Search,4,6,Won,22646
2354,Blair Group,2025-11-06,West,Education,Organic Search,10,8,Proposal,15580
2355,Randall-Goodman,2025-04-20,South,Technology,Organic Search,10,2,Won,23290
2356,Taylor-Pace,2024-04-13,North,Manufacturing,Webinar,2,4,Qualified,3851
2357,King-Valdez,2025-04-09,West,Technology,LinkedIn Ads,6,8,Qualified,9307
2358,"Cline, Moore and Morgan",2024-04-20,East,Technology,Webinar,9,9,New,5213
2359,Jones-Thompson,2025-08-30,East,Retail,Webinar,8,9,Won,21783
2360,Anderson-Hernandez,2024-05-09,South,Finance,Organic Search,10,10,Proposal,14645
2361,Johnson Inc,2025-03-07,West,Technology,LinkedIn Ads,6,8,Qualified,17569
2362,Scott and Sons,2024-07-09,West,Healthcare,Paid Search,4,8,New,4982
2363,Garrett Inc,2024-05-10,North,Education,Organic Search,10,3,Qualified,19814
2364,"Weeks, Flores and Williams",2025-10-29,East,Finance,LinkedIn Ads,6,11,Won,22125
2365,Reed PLC,2025-07-08,North,Retail,Webinar,8,3,Won,18385
2366,Jones-Lamb,2024-11-12,South,Finance,LinkedIn Ads,7,6,Proposal,15085
2367,Dixon-Duncan,2024-01-09,North,Manufacturing,LinkedIn Ads,6,3,Qualified,7738
2368,Holmes-Mason,2024-02-28,North,Technology,LinkedIn Ads,6,3,New,4789
2369,Cruz-Sanders,2025-03-08,South,Retail,Webinar,2,6,Qualified,23989
2370,"Ibarra, Mcbride and Hammond",2024-07-25,North,Finance,Webinar,2,1,Won,9204
2371,"Dennis, Kelley and Wilson",2025-11-14,South,Manufacturing,Paid Search,5,10,Qualified,18315
2372,Chaney Inc,2025-09-06,West,Technology,Paid Search,4,8,Proposal,21549
2373,"Sloan, Thompson and Wilson",2024-12-09,East,Education,Organic Search,1,9,Proposal,13768
2374,Johnson-Mccoy,2024-06-15,North,Healthcare,Organic Search,1,5,New,19250
2375,"Bird, Williamson and Wolfe",2024-08-12,South,Manufacturing,Organic Search,10,12,Lost,10308
2376,"Baker, Green and Ross",2025-12-10,South,Technology,Webinar,2,10,New,9984
2377,Jones-Phillips,2024-09-01,North,Finance,Organic Search,1,5,Qualified,15317
2378,Collins PLC,2024-07-29,North,Healthcare,Organic Search,10,3,Qualified,14888
2379,"Harris, Allison and Lopez",2024-01-11,North,Healthcare,Referral,3,7,New,21176
2380,Chavez Inc,2024-04-27,East,Education,Organic Search,1,11,New,9370
2381,Greene PLC,2025-10-08,North,Finance,Organic Search,10,7,Proposal,4438
2382,Miller PLC,2024-01-31,East,Finance,Referral,3,11,New,8706
2383,"Sanders, Webb and Poole",2024-08-12,West,Manufacturing,LinkedIn Ads,6,8,Won,8710
2384,Acosta-Huffman,2024-12-13,South,Retail,Webinar,2,6,Won,8850
2385,Hoffman-Knox,2024-07-19,North,Finance,Organic Search,1,1,New,6315
2386,Lee-Nelson,2024-01-22,South,Retail,Paid Search,4,6,Won,15416
2387,Douglas-Ramos,2025-11-01,North,Healthcare,LinkedIn Ads,6,3,Won,14088
2388,Adams LLC,2024-08-03,South,Retail,Paid Search,5,6,Qualified,15112
2389,Bell LLC,2025-01-16,West,Technology,LinkedIn Ads,7,8,Proposal,23421
2390,Anderson LLC,2025-03-20,East,Healthcare,LinkedIn Ads,6,11,Won,6882
2391,Carlson Ltd,2024-05-27,East,Retail,Organic Search,10,11,Won,9214
2392,Washington-Garner,2024-07-15,North,Manufacturing,LinkedIn Ads,6,1,Qualified,15263
2393,Bailey PLC,2024-11-21,North,Manufacturing,Referral,3,5,Proposal,11013
2394,"Mason, Walker and Hartman",2024-02-17,South,Technology,LinkedIn Ads,6,12,Won,9196
2395,Curtis Group,2025-07-02,West,Retail,Paid Search,5,8,New,13737
2396,Moore-Gutierrez,2024-09-10,South,Finance,LinkedIn Ads,7,2,New,7143
2397,Flores-Gross,2025-06-04,North,Education,Referral,3,3,Lost,9856
2398,Sullivan Ltd,2024-03-24,West,Manufacturing,Organic Search,10,8,Won,23148
2399,"Walsh, Clayton and Jensen",2024-03-07,East,Education,Webinar,8,11,New,24137
2400,Craig Ltd,2025-06-05,West,Technology,Paid Search,5,8,Qualified,18213
2401,Travis-Moore,2024-07-02,East,Finance,LinkedIn Ads,7,9,Qualified,20218
2402,Shaffer LLC,2025-12-12,North,Education,Paid Search,5,4,Qualified,18524
2403,Monroe-Mayer,2024-10-01,North,Manufacturing,LinkedIn Ads,7,3,Proposal,22135
2404,"Martinez, Perry and Wong",2025-10-27,North,Retail,LinkedIn Ads,6,5,New,9651
2405,Oliver Inc,2025-04-07,South,Education,Organic Search,10,12,Won,10162
2406,Robertson Ltd,2024-11-09,East,Education,Referral,3,11,Qualified,21722
2407,Gonzalez Ltd,2024-06-09,North,Finance,Organic Search,1,5,Lost,11340
2408,"Johnson, Williams and Thompson",2025-07-17,North,Healthcare,LinkedIn Ads,6,1,New,12668
2409,Johnson Ltd,2025-03-31,North,Retail,LinkedIn Ads,6,4,Qualified,22135
2410,"Pope, Smith and Watson",2024-02-12,North,Technology,Webinar,8,3,Qualified,14022
2411,"Campbell, Stone and Ballard",2025-03-12,West,Education,Referral,3,8,Qualified,16400
2412,Clark-Cooley,2025-01-11,South,Finance,Referral,3,12,Won,11946
2413,Luna Group,2025-01-26,West,Education,Webinar,9,8,New,10660
2414,Dean Group,2024-09-28,South,Finance,Referral,3,2,Proposal,5700
2415,Mitchell Inc,2024-10-28,West,Technology,Referral,3,8,Won,20912
2416,Blankenship-Hall,2025-10-21,North,Finance,LinkedIn Ads,6,7,New,10462
2417,"Cole, Gonzalez and Myers",2024-04-10,South,Finance,Paid Search,5,10,New,4254
2418,"Garcia, Santos and Copeland",2025-07-13,West,Retail,Webinar,8,8,New,13788
2419,Marshall-Davenport,2024-09-13,North,Manufacturing,Webinar,9,1,Qualified,11993
2420,Stafford-Wallace,2024-07-14,South,Retail,LinkedIn Ads,6,6,Proposal,20797
2421,"Pollard, Baird and Page",2024-09-24,West,Finance,Webinar,9,8,New,12235
2422,"Edwards, Gonzalez and Martin",2024-12-20,South,Education,Organic Search,10,10,Won,16295
2423,"Harrison, Kennedy and Kelly",2025-08-16,North,Healthcare,Webinar,8,1,Won,18466
2424,Waller Ltd,2025-10-31,South,Retail,Organic Search,10,12,Qualified,16025
2425,Rivas LLC,2024-08-21,North,Manufacturing,Referral,3,1,New,9877
2426,Ross LLC,2025-04-30,North,Technology,Organic Search,10,5,New,21108
2427,"Mata, Smith and Mcdaniel",2025-04-24,North,Education,Organic Search,1,1,Proposal,14162
2428,Bennett and Sons,2024-03-28,South,Retail,Organic Search,10,6,Qualified,17050
2429,"Peterson, Johnson and Romero",2025-12-15,North,Education,Paid Search,5,1,Qualified,17744
2430,Kaiser and Sons,2025-07-25,East,Retail,LinkedIn Ads,7,9,New,21923
2431,Juarez-Wright,2024-05-11,East,Manufacturing,Paid Search,5,9,Qualified,3317
2432,Escobar-Contreras,2025-05-26,North,Finance,Paid Search,5,3,Won,14135
2433,Mahoney-Gonzalez,2024-08-18,East,Manufacturing,Organic Search,1,9,Qualified,16217
2434,"Blackwell, Ryan and Campbell",2025-12-08,West,Finance,Organic Search,1,8,Qualified,22233
2435,Bell-Miller,2024-01-24,North,Healthcare,LinkedIn Ads,6,7,Proposal,7559
2436,Fisher Ltd,2024-06-06,North,Finance,Webinar,2,5,Lost,21618
2437,Romero-Ward,2025-10-06,South,Technology,Paid Search,5,6,Won,21804
2438,Clark-King,2025-02-04,East,Retail,Webinar,9,11,Lost,15800
2439,Ellis-Mcintosh,2024-03-06,North,Retail,Referral,3,3,Qualified,18557
2440,"Williams, Bell and Cantrell",2024-04-21,East,Education,LinkedIn Ads,6,11,Qualified,23938
2441,Green Inc,2024-11-07,South,Healthcare,Paid Search,5,12,New,21117
2442,Rios PLC,2024-06-30,South,Manufacturing,LinkedIn Ads,6,6,New,22771
2443,Hernandez Group,2025-05-15,South,Retail,Webinar,9,2,New,5277
2444,Lee-Mcdonald,2025-01-30,South,Retail,LinkedIn Ads,7,2,New,12538
2445,Soto Inc,2025-11-06,South,Education,Webinar,2,12,Qualified,4882
2446,Reed PLC,2025-01-12,North,Retail,Referral,3,5,Qualified,13707
2447,Hicks Ltd,2025-02-24,South,Healthcare,Paid Search,4,6,Qualified,7231
2448,"Stevens, Howell and Odonnell",2025-07-03,South,Manufacturing,Organic Search,1,6,Qualified,5253
2449,Huynh-Hughes,2025-02-02,North,Retail,Paid Search,5,3,Lost,7257
2450,"Rice, Barron and Williams",2024-07-29,South,Manufacturing,Organic Search,10,12,Qualified,24783
2451,"Davis, Johnson and Mitchell",2025-05-01,North,Technology,Paid Search,5,5,New,13168
2452,Wilson Ltd,2025-08-24,South,Manufacturing,Paid Search,5,10,New,18039
2453,Perez-Cherry,2024-10-09,South,Retail,LinkedIn Ads,6,10,New,17605
2454,Hunt Group,2024-03-06,East,Technology,Webinar,8,11,Won,11088
2455,Heath-Castro,2025-06-22,North,Technology,LinkedIn Ads,7,3,Qualified,19087
2456,Gallegos LLC,2025-04-16,North,Healthcare,LinkedIn Ads,7,4,Qualified,5985
2457,"Mccoy, Cook and Robinson",2024-10-21,East,Education,LinkedIn Ads,7,11,Proposal,14363
2458,Stevenson Ltd,2025-12-18,North,Finance,Paid Search,5,7,Won,15815
2459,"Gray, Martinez and West",2025-09-19,East,Retail,LinkedIn Ads,7,11,Won,16600
2460,"Lane, Davis and Bailey",2024-09-12,North,Technology,LinkedIn Ads,7,1,New,17158
2461,Nguyen Ltd,2025-04-13,North,Manufacturing,Paid Search,4,5,Qualified,9011
2462,Rodriguez-Williams,2025-12-16,South,Education,Organic Search,1,2,Proposal,4430
2463,Ramos-Coleman,2024-09-02,North,Retail,Webinar,9,5,Won,11971
2464,"Turner, Jackson and Briggs",2025-10-05,South,Manufacturing,Organic Search,1,2,Qualified,5187
2465,Berry-Schwartz,2025-12-15,North,Retail,Organic Search,10,3,Proposal,19170
2466,Melton Ltd,2025-02-25,South,Technology,LinkedIn Ads,7,10,Lost,6972
2467,Thomas-Thompson,2025-01-12,South,Healthcare,Paid Search,5,12,New,19528
2468,Carter Ltd,2024-11-29,East,Retail,LinkedIn Ads,7,9,Qualified,11282
2469,Cortez Group,2024-07-31,West,Education,Referral,3,8,Qualified,3875
2470,Martinez Ltd,2024-03-15,South,Manufacturing,Organic Search,10,12,Proposal,18135
2471,Hall-Smith,2025-01-25,North,Education,Webinar,9,7,Qualified,9370
2472,"Petty, Edwards and Floyd",2025-02-10,North,Finance,Webinar,2,5,New,6757
2473,Logan Group,2025-12-27,West,Finance,Referral,3,8,Lost,24964
2474,Lozano LLC,2025-04-20,South,Healthcare,Webinar,9,10,Qualified,5704
2475,Stevenson-Chavez,2025-07-15,South,Manufacturing,Webinar,2,10,Proposal,17343
2476,"Mills, Weaver and Fletcher",2024-05-23,South,Finance,Organic Search,1,2,Qualified,8287
2477,Martinez-Bradley,2024-06-23,West,Technology,LinkedIn Ads,7,8,Won,6293
2478,Gray-Peterson,2024-06-30,North,Technology,Paid Search,4,7,New,15807
2479,Snyder-Golden,2024-06-21,East,Healthcare,LinkedIn Ads,7,11,New,11953
2480,"Jacobs, Martinez and Le",2024-06-06,West,Retail,Organic Search,1,8,Qualified,10099
2481,"Calderon, Miller and Simmons",2024-02-05,South,Technology,Organic Search,10,10,Won,10083
2482,White Inc,2025-03-28,South,Manufacturing,Webinar,2,2,Proposal,20133
2483,Davis-Munoz,2025-10-18,North,Manufacturing,Organic Search,1,3,Proposal,6368
2484,Wilson Ltd,2025-02-03,North,Education,Organic Search,1,7,Proposal,4717
2485,"Warner, Smith and Tanner",2025-09-04,North,Education,LinkedIn Ads,7,3,New,9610
2486,Jackson-Tran,2024-09-12,South,Retail,Paid Search,4,6,Qualified,9553
2487,Khan-Hernandez,2024-04-03,West,Healthcare,Organic Search,10,8,New,3477
2488,Huff PLC,2024-12-11,South,Manufacturing,Webinar,8,12,Won,24920
2489,Howard-Lopez,2024-03-05,North,Healthcare,LinkedIn Ads,6,1,New,24761
2490,"Brock, Hernandez and Reynolds",2024-06-20,South,Healthcare,LinkedIn Ads,7,12,Proposal,16621
2491,Lester LLC,2025-06-08,South,Finance,Webinar,9,6,New,13573
2492,Huang-Sullivan,2025-07-29,North,Technology,Webinar,8,5,Proposal,9786
2493,Sanchez LLC,2025-07-08,West,Education,Organic Search,1,8,Qualified,6958
2494,Baker-Cox,2024-08-25,South,Finance,Paid Search,4,10,New,13596
2495,Ellis and Sons,2024-06-26,South,Manufacturing,LinkedIn Ads,7,6,New,13362
2496,Rose PLC,2024-01-13,North,Education,Organic Search,10,3,Qualified,10212
2497,Wells Inc,2024-03-08,North,Finance,Webinar,2,5,Proposal,24297
2498,Holder-Duffy,2025-09-30,North,Healthcare,LinkedIn Ads,7,5,Qualified,10161
2499,Paul and Sons,2025-02-24,North,Technology,Paid Search,5,7,Qualified,19370
2500,"Wyatt, Lee and Mccarthy",2024-04-14,North,Technology,Organic Search,10,4,Proposal,8618
2501,"Kane, Martinez and Mccullough",2024-09-14,South,Technology,Referral,3,10,Lost,13628
2502,Mccarthy PLC,2025-10-08,North,Manufacturing,Referral,3,1,Proposal,7355
2503,"Harris, Silva and Clark",2024-12-06,North,Manufacturing,Webinar,2,3,New,13419
2504,Stewart-Anderson,2025-11-13,North,Finance,LinkedIn Ads,7,4,Qualified,3578
2505,"Wade, Snyder and Hunt",2025-09-15,North,Education,LinkedIn Ads,6,5,Lost,15529
2506,"Clark, Barrett and Elliott",2025-06-07,South,Retail,Webinar,8,2,Proposal,19496
2507,Lopez-Berry,2025-08-24,West,Healthcare,Paid Search,4,8,Proposal,10622
2508,"Edwards, Lambert and Johnson",2024-01-22,South,Healthcare,Paid Search,4,12,Proposal,13120
2509,Martin-Watson,2024-08-30,North,Retail,LinkedIn Ads,6,5,Proposal,23308
2510,"Brown, Ray and Foster",2024-03-22,North,Finance,Webinar,8,1,New,19342
2511,Grant-Carey,2024-10-30,West,Education,Paid Search,5,8,New,9697
2512,Haynes-Riley,2025-10-19,North,Manufacturing,LinkedIn Ads,7,3,New,22597
2513,"Holt, Gray and Davis",2025-03-30,North,Finance,Webinar,8,7,Proposal,7399
2514,"Rosario, Roth and Soto",2024-10-11,North,Healthcare,Paid Search,5,1,Qualified,20067
2515,"Mayo, Davis and Baker",2025-02-28,North,Finance,Webinar,8,1,Proposal,3776
2516,"Moore, Parks and Shaffer",2024-08-22,South,Finance,Webinar,8,10,Won,14230
2517,Thompson and Sons,2024-09-05,South,Healthcare,Webinar,8,10,New,24790
2518,"Ellis, Perry and Higgins",2024-09-11,West,Manufacturing,Referral,3,8,Won,10289
2519,Nguyen-Vang,2025-09-14,North,Technology,Paid Search,4,7,Won,13539
2520,"Tanner, Wright and Meadows",2024-07-06,North,Healthcare,LinkedIn Ads,6,7,Qualified,5117
2521,Wong-Wilson,2025-05-18,South,Retail,Webinar,2,2,New,4707
2522,Vaughan-Stephenson,2025-10-11,South,Retail,Webinar,8,12,Lost,7114
2523,"Bradford, Young and Brown",2024-04-03,North,Technology,Webinar,8,1,New,9696
2524,"Bernard, Aguilar and Clark",2024-08-29,North,Education,Paid Search,5,1,Qualified,18305
2525,"Payne, Watkins and Nelson",2024-11-14,South,Retail,Organic Search,10,6,New,11025
2526,Oneal-Davis,2025-03-10,West,Retail,Organic Search,1,8,New,12932
2527,"Ward, Ramsey and Aguilar",2024-10-19,North,Manufacturing,Webinar,2,4,Proposal,9599
2528,Young Group,2024-10-05,South,Education,Paid Search,5,12,Won,5621
2529,Lyons Ltd,2025-01-03,North,Retail,Organic Search,1,7,Qualified,18424
2530,Green PLC,2025-03-27,North,Technology,Paid Search,4,5,Qualified,17202
2531,Preston-Estrada,2024-06-08,North,Education,Organic Search,10,5,Won,3649
2532,Levine Inc,2025-01-25,North,Healthcare,Webinar,8,7,Qualified,12837
2533,Morris PLC,2025-09-01,North,Technology,Organic Search,10,4,Qualified,8757
2534,Rivera-Benson,2024-09-20,North,Finance,Referral,3,3,Qualified,17863
2535,Garcia PLC,2024-10-17,North,Technology,Webinar,8,4,Qualified,18756
2536,Lopez-Blanchard,2024-03-14,West,Manufacturing,LinkedIn Ads,6,8,Qualified,18376
2537,Garcia Inc,2024-07-19,South,Retail,LinkedIn Ads,6,10,New,3136
2538,"Frazier, Lawrence and Byrd",2024-01-14,North,Manufacturing,Webinar,2,5,Won,15263
2539,Banks-Calhoun,2025-05-18,North,Education,Referral,3,1,Qualified,15931
2540,Mcdonald Inc,2025-01-17,East,Finance,Paid Search,5,11,Qualified,24005
2541,Mcknight-Baird,2025-08-25,East,Healthcare,Paid Search,4,9,New,7078
2542,Stephens-Perkins,2025-01-29,South,Retail,Paid Search,5,10,Lost,9364
2543,Gallagher PLC,2025-03-22,South,Manufacturing,LinkedIn Ads,6,10,Lost,14422
2544,Miller PLC,2025-06-05,East,Manufacturing,Webinar,2,11,Proposal,15064
2545,Johnson-Mitchell,2025-12-14,South,Education,Organic Search,10,12,New,16894
2546,Merritt-Martinez,2024-09-09,North,Healthcare,Webinar,8,3,New,14842
2547,"Bowen, Barrett and Rivera",2025-10-08,North,Healthcare,Webinar,8,5,Proposal,24812
2548,Jones and Sons,2025-10-22,East,Technology,Webinar,2,9,New,17924
2549,Williams Inc,2025-11-28,South,Retail,LinkedIn Ads,6,12,New,22731
2550,Blake LLC,2025-08-15,North,Retail,LinkedIn Ads,7,1,Lost,3404
2551,Cuevas-Wade,2024-04-29,South,Manufacturing,Webinar,2,12,Won,15594
2552,Hansen-Moore,2025-02-11,North,Healthcare,Organic Search,1,1,Proposal,19991
2553,Rodriguez Ltd,2024-07-12,East,Retail,Organic Search,10,9,Won,16987
2554,"Hoffman, Perez and Garcia",2024-09-15,South,Technology,Webinar,8,10,Proposal,20471
2555,Farmer Inc,2025-11-05,South,Technology,LinkedIn Ads,6,12,Won,13091
2556,Swanson LLC,2025-02-25,South,Manufacturing,Webinar,9,2,Won,5912
2557,"Juarez, Copeland and Lewis",2024-04-21,North,Finance,LinkedIn Ads,6,1,Proposal,7676
2558,King-Robinson,2024-10-02,North,Manufacturing,Referral,3,1,Proposal,16040
2559,"Martinez, Gardner and Ortiz",2025-12-16,North,Retail,Referral,3,1,Qualified,19112
2560,Kelley-Gates,2024-01-02,East,Manufacturing,LinkedIn Ads,6,11,New,16691
2561,Trujillo Inc,2025-06-21,North,Finance,Paid Search,4,7,Qualified,17121
2562,"Morgan, Hall and Brown",2024-06-23,East,Retail,LinkedIn Ads,6,11,New,7401
2563,"Taylor, Reyes and Crawford",2024-07-21,South,Technology,Paid Search,4,6,Qualified,6612
2564,Shelton-Villarreal,2025-04-06,East,Retail,Webinar,2,9,Proposal,9082
2565,"Patterson, Mcclain and Mcguire",2024-07-24,North,Retail,Organic Search,1,4,New,9287
2566,Strickland-Lindsey,2024-09-22,North,Education,Webinar,9,7,Lost,17441
2567,"Compton, Scott and Bradley",2025-10-03,North,Healthcare,Referral,3,4,Lost,23854
2568,Johnson Ltd,2024-06-19,North,Healthcare,Webinar,9,3,New,15377
2569,Kelly Inc,2024-05-07,North,Finance,Organic Search,1,5,New,3972
2570,Wright-Cochran,2025-08-22,South,Education,LinkedIn Ads,6,6,New,6303
2571,"Rodriguez, Harrison and Decker",2024-01-10,East,Healthcare,Referral,3,9,New,24801
2572,Smith-Powell,2025-08-19,West,Healthcare,Organic Search,1,8,Won,6173
2573,Dean-Miles,2024-08-04,South,Healthcare,Paid Search,4,6,Qualified,15309
2574,"Daniel, Bowman and Chapman",2025-09-09,South,Finance,LinkedIn Ads,7,2,Qualified,18922
2575,"Hall, Montgomery and Sanders",2025-04-29,North,Technology,LinkedIn Ads,7,7,Won,17072
2576,James-Parker,2024-12-10,South,Finance,Webinar,2,12,Qualified,13329
2577,"Williams, Owens and Nicholson",2024-09-02,South,Manufacturing,Organic Search,1,2,Lost,16057
2578,Crawford Inc,2025-01-22,South,Finance,Organic Search,10,6,Proposal,13821
2579,Fox-Thomas,2024-04-12,North,Manufacturing,LinkedIn Ads,7,1,New,16166
2580,Brown Group,2024-05-22,South,Healthcare,Paid Search,4,6,New,20387
2581,"Walker, Roberts and Alexander",2024-10-13,North,Retail,Webinar,2,4,Lost,15072
2582,"Wilkins, Jordan and Jordan",2025-04-07,North,Manufacturing,Paid Search,4,1,Proposal,18571
2583,Baldwin-Curry,2025-06-11,East,Retail,Organic Search,10,11,Qualified,3102
2584,Hawkins-Price,2025-10-15,East,Finance,LinkedIn Ads,6,9,Lost,3544
2585,"Archer, Moore and Vaughn",2025-10-10,South,Healthcare,Webinar,9,12,Qualified,13666
2586,Hill-Davis,2025-11-25,North,Technology,Webinar,9,5,Qualified,18877
2587,"Lee, Schneider and Washington",2025-02-13,North,Healthcare,Organic Search,1,1,Proposal,14414
2588,"Myers, Perry and Carrillo",2025-03-14,North,Education,Paid Search,5,3,Lost,24572
2589,Wilson Ltd,2025-12-17,North,Manufacturing,Organic Search,1,4,Lost,15611
2590,Reyes Group,2024-10-27,South,Manufacturing,Paid Search,5,6,Proposal,7691
2591,Olson-Clarke,2025-06-16,West,Manufacturing,Webinar,9,8,Won,19535
2592,Martinez-Leonard,2024-02-02,North,Healthcare,LinkedIn Ads,6,5,New,12874
2593,Edwards Inc,2025-11-20,South,Education,Webinar,9,6,Lost,8506
2594,"Brown, Lewis and Bailey",2025-04-01,North,Education,LinkedIn Ads,7,3,Lost,24713
2595,Ramos PLC,2025-07-07,South,Retail,LinkedIn Ads,6,10,New,8584
2596,Hopkins LLC,2025-11-06,North,Healthcare,Webinar,8,7,Proposal,17250
2597,Smith-Taylor,2024-01-30,North,Finance,LinkedIn Ads,6,5,New,15566
2598,"Murray, May and Dorsey",2024-10-14,West,Finance,Webinar,8,8,New,24821
2599,Miller-Heath,2025-05-02,North,Manufacturing,Organic Search,10,4,Lost,7033
2600,"Weeks, Newton and Scott",2025-11-12,North,Technology,LinkedIn Ads,6,5,New,23760
2601,Harrison Inc,2025-05-18,West,Manufacturing,Paid Search,5,8,New,13905
2602,Osborne-Hoffman,2024-08-17,North,Technology,Webinar,8,1,Lost,5119
2603,"Stanton, Turner and Woodard",2025-10-21,East,Manufacturing,Paid Search,5,11,Qualified,15505
2604,Jones-Liu,2025-10-31,North,Technology,Organic Search,10,1,Proposal,17318
2605,"Callahan, Rivera and Carrillo",2024-08-26,South,Healthcare,Webinar,8,6,New,12534
2606,Parker and Sons,2024-03-30,North,Finance,Webinar,8,1,New,22405
2607,Brown-Yates,2024-07-11,South,Healthcare,Paid Search,4,10,Proposal,21770
2608,"Pearson, Ruiz and Molina",2025-01-11,South,Finance,Paid Search,4,10,New,15458
2609,Lopez-Miller,2025-08-13,South,Finance,Organic Search,1,10,Proposal,5027
2610,Shaffer Inc,2025-08-27,North,Education,Webinar,9,5,Qualified,16883
2611,Calderon PLC,2024-11-23,North,Manufacturing,Webinar,2,7,Won,7138
2612,Hayes Inc,2025-06-16,South,Technology,Webinar,8,10,Proposal,10279
2613,Klein-Boyd,2024-04-19,East,Technology,Organic Search,10,11,Qualified,18093
2614,"Lopez, Martinez and Willis",2024-11-19,South,Finance,Webinar,2,12,New,10173
2615,Simmons-Foster,2025-05-26,South,Retail,Referral,3,12,Proposal,22708
2616,Johnson LLC,2024-10-17,North,Manufacturing,LinkedIn Ads,6,1,New,4125
2617,Moreno-Luna,2025-09-05,North,Technology,Organic Search,10,3,Qualified,7045
2618,Turner Ltd,2024-10-07,East,Manufacturing,LinkedIn Ads,7,9,Lost,21807
2619,"Ramos, Nelson and Willis",2025-05-04,South,Retail,LinkedIn Ads,6,10,Proposal,19220
2620,Johnson-Peck,2024-10-25,South,Education,Organic Search,1,12,Proposal,4927
2621,Ramirez-Smith,2024-12-07,South,Manufacturing,LinkedIn Ads,6,2,New,9901
2622,Baker Group,2024-08-18,North,Healthcare,Webinar,8,5,Proposal,8866
2623,Walsh Group,2025-05-14,South,Finance,Paid Search,4,6,Proposal,24602
2624,Morgan-Tran,2024-06-12,South,Technology,Referral,3,12,Lost,15854
2625,Terrell-Garcia,2024-12-11,East,Education,Paid Search,5,9,Qualified,14413
2626,Cherry-Chavez,2025-02-04,South,Technology,Referral,3,6,Qualified,12274
2627,Rose LLC,2024-10-16,West,Retail,Organic Search,1,8,Proposal,20957
2628,Fischer Inc,2025-02-07,North,Finance,Webinar,2,4,New,22018
2629,"Kirby, Cummings and Morgan",2024-02-25,South,Manufacturing,Webinar,2,12,Won,12963
2630,"Sanchez, Thomas and Chapman",2025-04-13,South,Technology,Webinar,2,6,Proposal,7507
2631,"Nelson, Perkins and Smith",2025-03-28,West,Finance,Webinar,8,8,Proposal,7745
2632,Houston Inc,2024-08-02,North,Manufacturing,LinkedIn Ads,7,3,New,9411
2633,Johnson Ltd,2025-10-28,North,Manufacturing,LinkedIn Ads,7,1,New,21863
2634,"White, Price and Sanders",2024-04-14,South,Retail,LinkedIn Ads,6,6,Proposal,15338
2635,Daniels Ltd,2025-03-13,East,Retail,Referral,3,9,Proposal,4845
2636,Stanton-Wu,2024-04-08,East,Education,Webinar,9,9,Qualified,8886
2637,Pope PLC,2024-02-23,North,Technology,Organic Search,1,1,New,24302
2638,"Walker, Edwards and Perez",2024-12-12,South,Retail,Organic Search,10,10,Proposal,23544
2639,Herrera-Sanders,2025-02-17,South,Healthcare,LinkedIn Ads,6,2,New,10892
2640,"Richards, Fitzgerald and Hudson",2025-02-10,South,Manufacturing,Organic Search,1,2,Qualified,22534
2641,"Mcgee, Smith and Lewis",2024-06-25,South,Education,Paid Search,5,12,Proposal,24978
2642,Young-Woods,2025-11-05,East,Education,Referral,3,9,New,24309
2643,"Olson, Kline and Clayton",2025-01-26,South,Manufacturing,Webinar,8,12,New,17585
2644,"Friedman, Salas and Adams",2025-01-11,North,Healthcare,Webinar,2,7,New,5707
2645,"Graves, Miller and Santos",2024-05-04,North,Manufacturing,Referral,3,4,Qualified,19703
2646,Young PLC,2024-08-18,South,Technology,Webinar,8,2,New,21763
2647,"Walker, Taylor and Diaz",2025-05-06,South,Manufacturing,LinkedIn Ads,6,6,New,6098
2648,Houston-Barrett,2025-08-30,North,Education,Paid Search,4,1,New,24122
2649,Chase Group,2025-12-20,North,Technology,Webinar,9,5,Qualified,7103
2650,Knight-Reeves,2024-04-11,South,Manufacturing,Webinar,8,6,Qualified,20613
2651,Moreno-Hammond,2024-07-08,South,Manufacturing,Referral,3,12,Qualified,3647
2652,Herring-Gibson,2025-02-07,North,Technology,Paid Search,4,1,Proposal,20369
2653,Haas and Sons,2025-05-15,North,Technology,Paid Search,5,5,New,20661
2654,"Johnson, Wallace and Mendez",2025-12-31,North,Manufacturing,Paid Search,5,4,Won,7066
2655,Hill-Roth,2024-07-31,South,Healthcare,Paid Search,5,10,Lost,8920
2656,Mcclain and Sons,2025-09-05,North,Healthcare,Organic Search,1,4,Proposal,21177
2657,Smith LLC,2025-04-02,South,Healthcare,LinkedIn Ads,7,12,Won,4282
2658,Shannon Ltd,2024-05-11,North,Manufacturing,Paid Search,5,7,Proposal,8282
2659,Short Group,2024-03-30,South,Healthcare,Referral,3,10,Proposal,5772
